DRG,DRG_Cost_FFyear2012,DRG_Cost_FFyear2013,DRG_Cost_FFyear2014,DRG_Cost_FFyear2015,DRG_Cost_FFyear2016,DRG_Cost_FFyear2017,DRG_Cost_FFyear2018,DRG_Cost_FFyear2019,_2012_costweight,_2012_average_total,_2013_costweight,_2013_average_total,_2014_costweight,_2014_average_total,_2015_costweight,_2015_average_total,_2012_private,_2012_paed,_2013_private,_2013_paed,_2014_private,_2014_paed,_2015_private,_2015_paed,_2016_private,_2016_paed,ave_charge_1112,ave_charge_1213,ave_charge_1314,ave_charge_1415,ave_charge_1516,ave_charge_1617,ave_charge_1718,ave_charge_1819
P68D,,,2846,3934,4060,4015.787106,3635.300396,3745.531757,,,,,1,2846,1,3934,0.11,1,0.09,1,,,0.12,1,0.1,1,,,109,200,,226.58,1859.6,2057.72
Q01A,,,28328,39835,39788,,,,,,,,6,28328,8,39835,0.14,1,0.13,1,,,0.18,1,0.15,1,,,18795,18821,,22189.2,16765.61,14816.4
Q01B,,,15115,17185,19083,,,,,,,,3,15115,3,17185,0.14,1,0.13,1,,,0.18,1,0.15,1,,,9636,10117,,11620.16,11878.2,10313.12
Q01Z,17917,18631,21722,28510,29435.5,26601.82912,25713.65101,26254.29874,4,17917,4,18631,,,,,,,,,0.73,1,,,,,10226,9933,,,11714.82,,,
Q02A,23237,21962,22173,28537,27697,29143.22968,36973.7918,29127.02719,5,23237,4,21962,4,22173,6,28537,0.12,1.23,0.11,1.39,0.76,1.4,0.18,1.31,0.13,1.46,10145,9872,12731,16008,12483.33,17310.61,14659.82,16092.37
Q02B,4910,4762,4833,5642,5697,4837.733969,5677.096797,5925.145663,1,4910,1,4762,1,4833,1,5642,0.2,1,0.21,1.09,0.66,1,0.21,1.05,0.18,1.09,2157,2160,2464,3220,2509.35,3425.98,2927.4,3049.94
Q60A,12364,12304,12825,9103,9571,9962.310916,9747.729842,9864.151115,3,12364,3,12304,3,12825,2,9103,0.09,1.43,0.1,1.44,0.79,1.23,0.09,1.3,0.09,1.32,2187,4802,6507,3191,5735.17,3356.36,8074.22,8282.62
Q60B,5076,4369,5984,1051,1740,1747.356149,1868.320226,2039.247532,1,5076,1,4369,1,5984,0,1051,0.13,1.7,0.14,1.96,0.77,1.57,0.09,1.27,0.13,1.25,755,1460,2271,647,1286.3,620.53,2936.52,3156.24
Q60C,1632,1445,792,5077,4657,5625.2,6593.4,7561.6,0,1632,0,1445,0,792,,,,,,,0.73,1.23,0.1,1.23,0.11,1.48,705,710,541,652,710.14,,544.64,561.26
Q61A,6998,6744,7689,5349,5961,5471.405293,6491.455196,6762.354062,1,6998,1,6744,2,7689,1,5349,0.12,1.42,0.14,1.5,0.74,1.68,0.12,1.57,0.14,1.96,4136,4292,5244,3364,4780.28,3530.83,6625.18,6564.04
Q61B,1610,1514,3861,1477,1679,1607.030585,2352.184387,2495.139379,0,1610,0,1514,1,3861,0,1477,0.17,1.44,0.18,1.82,0.72,1.57,0.15,1.71,0.17,1.82,894,901,2059,852,884.24,858.78,2448.8,2515.99
Q61C,,,992,361,376,458.7636572,1077.998288,1147.565666,,,,,0,992,0,361,0.25,1,0.24,1,,,0.13,1.37,0.13,1.24,,,623,434,,485.74,697.01,735.89
Q62A,,,6241,7435,9469,10390.21075,13094.48914,11724.83249,,,,,1,6241,1,7435,0.11,1,0.13,1,,,0.12,0.91,0.13,0.92,,,3863,3824,,4237.78,4507.85,4710
Q62B,,,975,2041,2476,2634.806603,2523.700718,2507.320934,,,,,0,975,0,2041,0.1,1.12,0.13,1.33,,,0.11,0.92,0.1,1,,,825,1290,,1247.83,840.4,799.87
Q62Z,3326,3154,3608,4738,5972.5,,,,1,3326,1,3154,,,,,,,,,0.76,1,,,,,1186,1852,2344,2557,1806.76,2533.108,2727.76,2922.412
R01A,49897,48946,50174,49254,51411,51945.73861,75309.62467,75631.16807,10,49897,10,48946,10,50174,10,49254,0.19,1,0.15,1,0.75,1,0.19,1,0.19,1,22093,23565,23247,23518,25916.09,23253.98,28585.37,26759.96
R01B,12704,11837,11348,11686,11504,10950.32699,18118.80397,19210.37255,3,12704,2,11837,2,11348,2,11686,0.19,1,0.2,1,0.66,1,0.31,1,0.19,1,6283,6486,6032,6527,6437.85,8111.59,7862.99,8431.19
R02A,34288,28747,33044,37106,36948,43604.22668,41089.78411,44729.83879,7,34288,6,28747,7,33044,7,37106,0.15,1,0.15,1,0.75,1,0.18,1,0.18,1,15202,16927,17739,17216,21294.91,16783.9,27111.64,22091.24
R02B,18362,17473,18234,20056,20222,21065.86498,22814.43672,23644.27832,4,18362,4,17473,4,18234,4,20056,0.15,1,0.19,1,0.76,1,0.21,1,0.19,1,10088,10112,10709,9931,11749.36,10843.85,12607.7,13215.57
R02C,11622,12049,12028,11048,11256,11692.02804,12128.16822,12098.38819,2,11622,2,12049,2,12028,2,11048,0.16,1,0.19,1,0.68,1,0.18,1,0.22,1,5635,5894,6337,6556,6809.69,7073.34,7161.49,7782.57
R03A,35495,36905,38830,51113,51367,74445.63809,64543.19731,72504.60108,7,35495,8,36905,8,38830,10,51113,0.13,1,0.12,1,0.73,1.65,0.16,1.59,0.12,1.72,16729,17106,19728,23225,21242.91,25423.7,23256.53,23473.42
R03B,6535,6504,10554,18075,17431,24720.56384,23452.07763,20676.47992,1,6535,1,6504,2,10554,4,18075,0.12,1,0.17,1,0.67,1.43,0.18,1.76,0.16,1.73,2702,2949,4732,10293,3143.89,11659.83,5363.41,5424.41
R03C,1082,2323,3149,5635,5631,6591.697901,8195.464412,8083.780106,,,,,1,3149,1,5635,0.24,1.36,0.25,1.43,,,0.25,1,0.29,1,,,1546,2691,,2951.98,1817.16,1890.02
R04A,11174,11094,10709,16529,18193,19386.10909,22281.38956,22992.49952,2,11174,2,11094,2,10709,3,16529,0.14,1,0.22,1,0.76,1,0.16,1,0.17,1,5794,5666,5192,7296,5771.89,6890.55,6701.54,5740.72
R04B,4675,4632,5294,5151,5740,5669.074365,6263.415619,6639.210917,1,4675,1,4632,1,5294,1,5151,0.19,1,0.21,0.94,0.6,1,0.24,1.12,0.21,1,2623,2542,2557,3104,3074.21,3275.7,3623.67,3444.95
R05A,,,,,,201226.1957,175555.2369,156519.372,,,,,,,,,,,,,,,,,,,,,,,,,,
R05B,,,,,,66421.18585,60643.31288,59895.60175,,,,,,,,,,,,,,,,,,,,,,,,,,
R06A,,,,,,60087.6332,74177.14973,77916.64884,,,,,,,,,,,,,,,,,,,,,,,,,,
R06B,,,,,,23739.73235,39919.12854,39143.35258,,,,,,,,,,,,,,,,,,,,,,,,,,
R06C,,,,,,,22251.40096,19885.81042,,,,,,,,,,,,,,,,,,,,,,,,,,
R60A,43920,42241,46001,31010,35942,41619.10846,47349.8008,46183.56816,9,43920,9,42241,9,46001,6,31010,0.09,1.18,0.1,1.2,0.79,1.05,0.12,1.13,0.1,1.24,18178,19528,21524,16852,20207.51,18625.12,23122.53,24551.87
R60B,4671,4379,11166,3329,3358,6483.916661,8713.344353,8420.092527,1,4671,1,4379,2,11166,1,3329,0.1,1.41,0.11,1.19,0.78,1,0.1,1,0.1,1.1,1521,2396,6276,1729,2125.9,1692.46,6594.44,6963.9
R60C,1547,1547,1547,1547,1547,2549.713798,2660.539663,2717.174274,,,,,0,1547,,,,,,,,,0.17,1.69,0.14,1.78,,,750,,,,725.31,764.75
R61A,27489,25618,25598,14509,15604,19707.68344,21546.39264,21875.04225,6,27489,5,25618,5,25598,3,14509,0.1,1.47,0.11,1.43,0.77,1.46,0.11,1,0.11,1.16,12337,12847,13850,6861,14454.03,6998.16,15335.25,16595.39
R61B,8820,8923,8737,2080,2369,4289.611948,5265.334759,5121.609359,2,8820,2,8923,2,8737,0,2080,0.13,1.73,0.13,1.67,0.79,1.15,0.1,1.23,0.09,1.31,3127,3454,3691,1121,4205,1111.5,4176.25,4619.23
R61C,1320,1212,1191,8295,8230.5,1770.343625,1830.091565,2027.879685,0,1320,0,1212,0,1191,,,,,,,0.7,1.38,0.16,1.47,0.13,1.66,390,428,452,423,484.89,,536.09,574.81
R62A,8475,8042,8245,10619,10881,15920.06291,16302.58697,15805.53859,2,8475,2,8042,2,8245,2,10619,0.07,0.84,0.09,1,0.77,1,0.11,1.71,0.09,1.61,5629,5791,5915,6052,6267.23,6548.68,6977.01,7170.53
R62B,3279,3089,4122,3975,4997,6332.737416,7314.922886,6894.117258,1,3279,1,3089,1,4122,1,3975,0.08,0.82,0.1,1,0.71,1,0.1,0.95,0.06,1,1976,2078,1840,2986,1765.01,2657.77,2037.75,1849.57
R62C,213,907,1601,2295,2989,3301.048975,3291.116809,2830.94068,,,,,,,0,2295,0.09,1.06,0.11,1.52,,,,,,,,,,2526,,1900.89,,
R63Z,1509,1482,1473,1624,1694,1748.768498,1765.227134,2040.522495,0,1509,0,1482,0,1473,0,1624,0.09,1,0.08,1.22,0.92,0.8,0.1,1,0.06,1.24,471,496,507,531,543.33,579.08,627.76,674.42
R64Z,1568,2653,3738,4823,5908,6993,8078,9163,0,1568,1,2653,,,,,,,,,0.66,0.8,,,,,,,,,389.62,,,
S60Z,1364,1401,1438,1475,1512,1549,1586,1623,0,1364,0,1401,,,,,,,,,0.84,1,,,,,341,425,383,383,,,,
S65A,36760,35784,35219,44049,43954,45949.1,48214.4,50479.7,8,36760,7,35784,7,35219,9,44049,0.07,1,0.1,1,0.78,1,0.1,1,0.09,1,,,15196,,,,,
S65B,15795,18311,16591,11005,11688,10022,8470,6918,3,15795,4,18311,3,16591,2,11005,0.07,1,0.1,1,0.78,1,0.1,1,0.09,1,,,,2957,,1927.93,,
S65C,11242,10893,10375,2686,3623,730.3,-1614.2,-3958.7,2,11242,2,10893,2,10375,1,2686,0.07,1,0.13,1,0.78,1,0.1,1,0.09,1,,,2948,,,0,,3608.38
S65D,1576,1576,1576,1576,1576,1576,1576,1576,,,,,0,1576,,,,,,,,,0.1,1,0.09,1,487,487,487,487,,,397.8,
T01A,39459,38774,36946,48116,52015,55232.33565,68481.74845,71047.81209,8,39459,8,38774,7,36946,10,48116,0.13,1.19,0.12,1.27,0.76,1.44,0.14,1.45,0.12,1.55,21233,22341,24354,27671,28762.98,28351.5,29746.68,29450.74
T01B,16205,15274,15995,20429,21125,22120.54496,33344.37627,32328.58979,3,16205,3,15274,3,15995,4,20429,0.11,1.08,0.11,1.06,0.75,1.14,0.11,1,0.11,1,10628,10765,11200,13794,11943.04,14484.87,12302.63,11965.9
T01C,9248,9629,10594,11577,12128,12198.5216,14781.24799,14863.24253,2,9248,2,9629,2,10594,2,11577,0.12,1.1,0.11,1,0.72,1.25,0.13,1.13,0.12,1.15,5523,5554,5795,7087,6120.78,8227.37,6762.39,6474.4
T40Z,34345,37140,37337,40689,40594,43316.56955,41540.64101,48129.85022,7,34345,8,37140,8,37337,8,40689,0.11,1,0.13,1,0.8,1,0.17,1,0.12,1,16128,13881,14066,16105,27408.76,20437.92,30516.77,26152.63
T60A,16301,15278,15577,24248,25151,24751.44975,26883.78357,27828.45016,3,16301,3,15278,3,15577,5,24248,0.1,1.08,0.13,1.1,0.8,1.34,0.11,1.71,0.12,1.62,10005,10346,10760,14826,11402.69,14311.91,12469.76,12620.31
T60B,7819,7690,7491,12614,12574,11669.21183,12608.99966,13010.38873,2,7819,2,7690,2,7491,3,12614,0.12,1,0.13,1,0.77,1.41,0.12,1.37,0.12,1.4,5605,5922,5890,9056,5928.51,9329.08,6556.35,6780.33
T60C,,,,6989,7089,6558.917235,6286.818274,6516.272702,,,,,,,1,6989,0.11,1.06,0.12,1.18,,,,,,,,,,5481,,5949.01,,
T61A,10175,9488,9591,8965,9024,9308.371864,9129.416522,9153.96333,2,10175,2,9488,2,9591,2,8965,0.1,1.31,0.09,1.2,0.77,1,0.09,1.05,0.1,1,5749,5789,5668,6510,7309.15,6658.26,7758.91,8117.4
T61B,4648,4600,4527,4151,4200,4221.04,3823.587991,3895.494613,1,4648,1,4600,1,4527,1,4151,0.09,1.45,0.1,1.48,0.77,1.16,0.08,1.18,0.09,1.22,3270,3670,3590,3712,3996.74,3750.88,4086.19,4116.04
T62A,6754,6801,6790,8832,9140,9986.096228,8914.697526,9245.037856,1,6754,1,6801,1,6790,2,8832,0.11,1,0.11,1.15,0.78,1.07,0.12,1.09,0.13,1.1,3717,3773,3949,5161,4799.56,5452.44,5229.75,5355.5
T62B,3375,3262,3296,3521,3443,3503.403606,2867.451728,2853.74721,1,3375,1,3262,1,3296,1,3521,0.12,1,0.13,1,0.71,1,0.12,1.08,0.15,1,1893,1948,1907,2681,2417.01,2785.56,2572.76,2728.26
T63A,,,5351,6932,6793,7794.268141,7106.798743,6896.243181,,,,,1,5351,1,6932,0.09,1.15,0.11,1.2,,,0.08,0.91,0.12,1,,,3697,4260,,4439.71,5286.95,4521.21
T63B,,,2609,2479,2360,2374.679612,1744.34326,1678.381993,,,,,1,2609,0,2479,0.1,1,0.1,1.08,,,0.1,1,0.12,1,,,1595,2136,,2346.73,2613.27,2524.49
T63Z,3097,3128,3980,4706,4576.5,5258.6,5712.3,6166,1,3097,1,3128,,,,,,,,,0.75,1,,,,,1828,2070,2646,3198,2840.75,3462.6,3777.95,4093.3
T64A,22115,21311,22366,28409,29308,38459.27111,34769.60109,33350.62908,5,22115,4,21311,5,22366,6,28409,0.08,1,0.09,1,0.8,1,0.07,1,0.11,1,9304,9534,9636,13977,11760.24,11370.87,13902.52,13227.92
T64B,8906,9083,8706,11571,11864,14169.04599,13549.91846,13442.2923,2,8906,2,9083,2,8706,2,11571,0.09,1,0.1,1,0.78,1.17,0.09,1.21,0.09,1.18,4680,5542,5136,6712,4982.1,7750.55,7238.05,7601.77
T64C,4436,4472,4896,5535,5353,5598.226203,5586.735162,5857.949121,1,4436,1,4472,1,4896,1,5535,0.09,1.17,0.09,1.09,0.79,0.91,0.11,0.93,0.1,1,1935,2118,2369,2997,3021.28,2888.49,2962.25,3013.04
U40A,,,,,,882.2153586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U40B,,,,,,900.0713148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U40Z,2129,902,795,889,907,,954.5272178,1173.791364,0,2129,0,902,0,795,0,889,0.09,1,0.12,1,0.76,1,0.06,1,0.12,1,332,351,357,370,365.69,388.45,438.24,571.35
U60A,434,617,800,983,1166,1349,1532,1715,,,,,,,0,983,0.06,1.82,0.15,1.8,,,,,,,,,,288,,298.69,,
U60B,789,798,807,816,825,834,843,852,,,,,,,0,816,0.2,2,0.15,1.98,,,,,,,,,,286,,292.37,,
U60Z,768,833,884,900,958,1290.90866,797.8619934,758.0441935,0,768,0,833,0,884,,,,,,,0.54,2,0.07,2,0.04,1.79,263,275,287,287,296.84,305.672,305.54,305.06
U61A,22239,23989,24683,33404,37223,17912.18208,18958.18204,13870.43983,5,22239,5,23989,5,24683,7,33404,0.01,1,0.02,1,0.85,1,0.01,1,0.01,1,,,7700,14167,,19584.18,,28511.97
U61B,14976,16196,16138,18026,20026,6712.554596,6643.258889,4580.12379,3,14976,3,16196,3,16138,4,18026,0.01,1.58,0.01,1,0.88,1,0.01,1,0.01,1,,,10878,9358,,12430.19,13821.23,14462.45
U61Z,18608,20093,20411,25715,28624.5,30386.8,32952.3,35517.8,,,,,,,,,,,,,,,,,,,9660,10679,9289,11763,13496.53,,,
U62A,16694,17758,20022,26902,28113,16035.32977,17048.08762,18377.06937,3,16694,4,17758,4,20022,5,26902,0.03,1,0.02,1,0.85,1,0.02,1,0.03,1,11807,13596,7531,13203,19420.94,17562.4,17863.47,13227.93
U62B,10891,10706,11824,13961,14156,5529.286889,6064.620192,5359.590713,2,10891,2,10706,2,11824,3,13961,0.02,1.61,0.02,1.64,0.84,2,0.03,2,0.04,1.82,8555,10286,10569,9674,10939.85,11691.97,12421.36,13244.1
U63A,27287,27178,26316,31725,33083,17509.26863,17301.07549,21767.29492,6,27287,6,27178,5,26316,6,31725,0.02,1.93,0.02,2,0.84,1,0.02,1,0.03,1,,,12825,16363,,17789.57,15499.78,15324.16
U63B,15413,16553,17473,15856,15838,6417.9436,6270.54223,6120.766231,3,15413,3,16553,4,17473,3,15856,0.02,1.64,0.02,1.55,0.85,1.9,0.01,2,0.01,1.79,,,11397,10810,,11406,12936.31,13392.68
U63Z,21350,21866,21895,23791,24460.5,25116.3,25930.9,26745.5,,,,,,,,,,,,,,,,,,,10697,11028,12111,13587,12484.12,13821.396,14434.72,15048.044
U64A,,,,14349,15929,9953.603203,10624.12607,9936.700654,,,,,,,3,14349,0.03,1.48,0.03,1.57,,,,,,,,,,13933,,14959.75,,
U64B,,,,7489,8075,4442.292902,3990.775301,4021.03128,,,,,,,1,7489,0.03,1.55,0.02,1.54,,,,,,,,,,10524,,9851.66,,
U64Z,8697,9395,9533,10919,12002,12549.4,13362.8,14176.2,2,8697,2,9395,2,9533,,,,,,,0.84,1.84,0.02,1.7,0.02,1.56,10586,11144,10978,12229,11535.37,,11921.66,12310.4
U65A,,,,12475,12685,9930.318082,8830.33976,10081.59832,,,,,,,2,12475,0.05,1.39,0.05,1.44,,,,,,,,,,12076,,12712.4,,
U65B,,,,5737,5466,4181.816413,3534.850113,3721.278027,,,,,,,1,5737,0.08,1.79,0.06,1.78,,,,,,,,,,8381,,8390.87,,
U65Z,5607,5927,7686,9106,9075.5,10515.1,11526.7,12538.3,1,5607,1,5927,2,7686,,,,,,,0.78,1.99,0.05,1.83,0.06,1.87,6265,6425,9893,10229,7379.52,,11315.03,11742.35
U66A,,,,38177,35328,33364.33388,36081.03005,32088.37803,,,,,,,8,38177,0.03,1.09,0.03,1.11,,,,,,,,,,22452,,20248.27,,
U66B,,,,21257,22426,18452.63257,21306.12991,22201.60349,,,,,,,4,21257,0.03,1.21,0.03,1.17,,,,,,,,,,14384,,15569.34,,
U66Z,24265,24931,28565,29717,28877,31474,32875,34276,5,24265,5,24931,6,28565,,,,,,,0.84,1.29,0.03,1.24,0.03,1.1,15804,15144,15298,18418,16859.96,,18793.55,20125.5
U67A,,,,14250,14667,11048.81606,10991.06137,12297.59401,,,,,,,3,14250,0.02,1.9,0.02,1.77,,,,,,,,,,14787,,15996.87,,
U67B,,,,6954,7083,4115.982634,4043.746273,4160.345408,,,,,,,1,6954,0.02,1.7,0.02,1.62,,,,,,,,,,9884,,10440.51,,
U67Z,6970,7386,8020,10602,10875,12483,13787.9,15092.8,1,6970,2,7386,2,8020,,,,,,,0.85,2,0.02,2,0.02,1.59,9697,10094,11117,12336,12125.36,,13327.98,13642.03
U68A,,,,19416,19133,16153.01627,25319.53525,22422.85446,,,,,,,4,19416,0.01,1.3,0.01,1.31,,,,,,,,,,10859,,13606.83,,
U68B,,,,10531,10328,6384.86551,8182.18258,10878.15417,,,,,,,2,10531,0.01,1.49,0.01,1.29,,,,,,,,,,2682,,12707.96,,
U68Z,14921,16164,16354,14974,14730.5,14957.4,14800.3,14643.2,3,14921,3,16164,3,16354,,,,,,,0.83,1.48,0.02,1.47,0.02,1.49,4697,5997,7809,,8714.08,,12822.97,13773.44
V60A,4640,5081,6073,6875,7153,5126.347462,4982.173888,5145.0292,1,4640,1,5081,1,6073,1,6875,0.07,1,0.1,1,0.82,1,0.11,1,0.11,1,,,7010,7643,,8230.94,10812.13,8633.4
V60B,2226,2283,3296,3164,3196,1929.800544,1409.736894,1562.844743,0,2226,0,2283,1,3296,1,3164,0.08,0.8,0.09,1,0.83,0.88,0.07,0.91,0.11,0.8,,,5842,5868,,4608.86,8586.23,8299.69
V60Z,3433,3682,4685,5020,5174.5,5845.2,6327.3,6809.4,,,,,,,,,,,,,,,,,,,3366,4408,6426,6756,6232.8,,,
V61A,,,,15487,16211,5035.359751,5969.41365,5948.889195,,,,,,,3,15487,0.04,1,0.02,1,,,,,,,,,,9946,,12487.47,,
V61B,,,,8524,8582,2729.720156,2487.081944,2154.044517,,,,,,,2,8524,0.02,2,0.02,1.69,,,,,,,,,,7344,,9248.61,,
V61Z,7215,7938,9298,12006,12396.5,14100,15543.1,16986.2,2,7215,2,7938,2,9298,,,,,,,0.84,1,0.05,1,0.03,1,1480,2060,7837,,5477.52,,11044.5,10926.29
V62A,6990,7377,7649,12459,17120,12133.8293,12422.88905,12938.79334,1,6990,2,7377,,,2,12459,0.05,1,0.05,1,0.85,1,,,,,8950,8941,4664,12576,10269.22,13607.46,,
V62B,1080,1154,7649,7006,5690,3943.366971,4591.411283,5004.200571,0,1080,0,1154,,,1,7006,0.02,1,0.02,1,0.85,1,,,,,261,266,4664,9473,298.83,10288.14,,
V62Z,,,7649,9732.5,11405,,,,,,,,2,7649,,,,,,,,,0.03,1,0.04,1,,,9328,,,,11578.87,11968.02
V63Z,4960,4803,5515,6224,6588,6727.888416,6882.229908,7177.365268,1,4960,1,4803,1,5515,1,6224,0.05,1,0.01,1,0.83,1,0.05,1,0.05,1,2883,2573,9080,9174,2514.38,10737.01,11412.42,11496.15
V64A,,,,,,8996.556318,11129.08521,9072.423329,,,,,,,,,,,,,,,,,,,,,,,,,,
V64B,,,,,,4238.318771,3980.543342,3642.257691,,,,,,,,,,,,,,,,,,,,,,,,,,
V64Z,4764,4670,5530,5889,6822,7135.5,7669,8202.5,1,4764,1,4670,1,5530,1,5889,0.04,1,0.03,1,0.83,1,0.05,1,0.04,1,2502,2377,9901,10566,1953.67,10934.07,11886.07,11960.08
V65Z,,,1153,1278,1262,,,,,,,,0,1153,0,1278,0.07,1.23,0.07,1.23,,,0.05,1.84,0.14,1.36,,,282,290,,299.55,298.84,305.39
V66Z,,,1024,1191,1308,,,,,,,,0,1024,0,1191,0.05,1,0.04,1,,,0.05,1,0.05,1,,,245,239,,277.29,273.81,282.03
W01A,,,214462,184406,197604,177177.7584,197624.4641,202001.6271,,,,,43,214462,37,184406,0.13,1,0.14,1,,,0.15,1,0.16,1,,,,,,,,
W01B,,,99450,113214,121752,106015.3075,115371.0455,124395.1467,,,,,20,99450,23,113214,0.13,1,0.14,1,,,0.15,1.05,0.16,1.14,,,,,,,,
W01C,,,51779,71287,73450,67970.42679,69662.28482,68387.25259,,,,,10,51779,14,71287,0.13,1,0.14,1,,,0.15,1,0.16,1,,,,,,,,
W01Z,60744,59293,75615,92251,130935.3333,,,,13,60744,12,59293,,,,,,,,,0.72,1,,,,,,,,,,,,
W02A,40828,42475,42882,65351,62086,65030.00861,61928.36646,63819.09241,8,40828,9,42475,9,42882,13,65351,0.16,1,0.19,1,0.74,1,0.22,1,0.27,1,24479,28336,24472,,29265.9,36839.55,27918.83,30985.04
W02B,28803,29081,30745,28548,28026,26618.58586,25915.03281,27110.23206,6,28803,6,29081,6,30745,6,28548,0.16,1,0.18,1,0.71,1,0.22,1,0.25,1,17723,20204,15975,24004,23212.87,25114.23,18929.67,23748.89
W03Z,31979,30219,30432,35339,34637,34445.13288,35186.54143,36564.77242,7,31979,6,30219,6,30432,7,35339,0.13,1,0.14,1,0.72,1,0.15,1,0.16,1,,,,,,,,
W04A,44583,46772,49475,58859,60704,54065.06286,57311.99358,58231.18556,9,44583,10,46772,10,49475,12,58859,0.13,1,0.17,1,0.7,1,0.15,1,0.16,1,,30043,,,,47222.87,52250.74,36210.94
W04B,25905,25465,27693,31597,30375,26825.5342,27993.35865,28857.70647,5,25905,5,25465,6,27693,6,31597,0.13,1,0.17,1,0.7,1,0.15,1,0.16,1,,13209,,17256,15019.81,,24682.97,28268.71
W60A,,,,14908,14462,,,,,,,,,,3,14908,0.22,1,0.21,1,,,,,,,,,,2537,,5918.93,,
W60B,,,,8741,8825,,,,,,,,,,2,8741,0.22,1,0.21,1,,,,,,,,,,,,,,
W60Z,9136,9509,10242,11825,11643.5,8751.254743,9695.842169,8230.293888,2,9136,2,9509,2,10242,,,,,,,0.77,1,0.1,1,0.2,1,,3402,,3402,4759.45,,3380.12,4440.88
W61A,21093,20771,20997,22803,21648,21987.90671,17785.7723,19868.53881,4,21093,4,20771,4,20997,5,22803,0.06,1,0.08,1,0.83,1,0.1,1,0.11,1,14438,9851,10779,11928,25511.16,25815.11,19383.23,23974.52
W61B,11205,11245,11196,11906,11571,10442.71077,8958.407206,8920.966263,2,11205,2,11245,2,11196,2,11906,0.07,1.14,0.09,1.14,0.78,1.29,0.11,1.36,0.1,1.17,6910,7560,6676,9455,6933.67,4749.34,4497.85,3808.88
X02A,11976,11322,11935,18978,19153,24207.66496,23736.61208,24409.15476,2,11976,2,11322,2,11935,4,18978,0.15,1,0.17,1,0.65,1.45,0.21,1,0.33,1,3782,4207,4785,7103,5045.57,8166.26,5027.84,5734.46
X02B,4441,4224,4297,5477,5730,6277.416642,6108.880625,6313.994334,1,4441,1,4224,1,4297,1,5477,0.28,1.26,0.3,1.25,0.69,1,0.25,1,0.25,1.14,2298,2501,2609,3114,2978.77,3342.86,3205.71,3168.74
X04A,17748,16535,15670,21251,19580,22856.45537,24106.91104,24771.13117,4,17748,3,16535,3,15670,4,21251,0.1,1,0.12,1,0.77,1,0.18,1,0.12,1,9472,9230,8970,10662,9617.33,10838.95,9542.06,10420.23
X04B,5605,5292,5358,5671,5721,5783.290083,5366.506849,5649.350525,1,5605,1,5292,1,5358,1,5671,0.13,1.06,0.14,1.05,0.71,0.89,0.14,0.91,0.16,0.89,3303,3562,3599,3975,4026.6,4033.79,4196.65,3849.05
X05A,8683,8289,8035,6823,7116,9094.830833,9160.060743,9207.549309,2,8683,2,8289,2,8035,1,6823,0.15,1.1,0.14,1.14,0.7,1,0.09,1,0.1,0.92,3853,3842,4239,3203,4418.6,3254.1,4166.92,4647.36
X05B,3742,3609,3731,3264,3083,3588.59248,3471.274535,3542.28901,1,3742,1,3609,1,3731,1,3264,0.2,0.95,0.2,1,0.7,0.8,0.19,0.86,0.18,0.85,1833,1937,2026,2165,2337.1,2203.26,2547.25,2557.33
X06A,14399,14453,14439,24008,25890,26533.88081,24405.37207,24648.51362,3,14399,3,14453,3,14439,5,24008,0.14,1.3,0.13,1.3,0.72,0.88,0.16,0.94,0.14,1,9231,9288,9208,10955,11219.67,11224.68,10901.92,10707.49
X06B,5122,5104,5368,9608,9762,9557.988619,8639.03123,9042.903865,1,5122,1,5104,1,5368,2,9608,0.12,1.12,0.13,1.08,0.71,0.87,0.13,0.88,0.14,0.86,3609,3676,3806,5932,4155.65,6264.34,4117.63,4191.29
X06C,,,,4915,4927,5093.649378,4504.83021,4679.646334,,,,,,,1,4915,0.13,0.94,0.14,1,,,,,,,,,,3581,,3581.1,,
X07A,23976,21923,23218,41208,44903,37890.09931,40720.87601,44902.82962,5,23976,4,21923,5,23218,8,41208,0.1,1,0.08,1,0.73,1,0.09,1,0.09,1,11806,12122,12497,20973,13330,20995.69,14349.53,13779.25
X07B,10722,10414,9788,16080,17299,16348.23361,17767.29697,17705.63348,2,10722,2,10414,2,9788,3,16080,0.09,1,0.08,1,0.75,1,0.08,1.26,0.09,1.25,5571,5645,6011,10292,6105.25,11035.86,7121.26,6109.04
X07C,,,,9563,10362,9722.918981,10054.8758,9429.875809,,,,,,,2,9563,0.1,1.1,0.14,1,,,,,,,,,,6134,,6409.92,,
X40A,,,,29526,31280,34842.64515,32344.01355,33262.30163,,,,,,,6,29526,0.08,1,0.1,1,,,,,,,,,,,,14208.41,,
X40B,,,,19971,20059,20462.38205,19263.5418,20214.08956,,,,,,,4,19971,0.12,1,0.1,1,,,,,,,,,,,,,,
X40Z,21082,21451,22961,24749,25669.5,26924.4,28171.7,29419,4,21082,4,21451,5,22961,,,,,,,0.79,1,0.11,1,0.12,1,,5098,,,15058.02,,,13163.31
X60A,7242,6703,6700,5490,5529,5487.812629,4648.380732,4668.642308,2,7242,1,6703,1,6700,1,5490,0.11,1,0.12,1,0.79,1,0.1,1,0.1,1.13,6055,6602,6435,6405,7509.65,6403.23,7882.01,8114.41
